geography code,outcode,postcodes,Welsh speaking ability: Total: All usual residents aged 3 years and over,Welsh speaking ability: Cannot speak Welsh,Welsh speaking ability: Can speak Welsh
W00009590,CF1,"CF1 9HF, CF1 9JB, CF1 9LN, CF1 9LP, CF1 9PG, CF1 9PH, CF1 9PJ, CF1 9PL, CF1 9UX, CF1 9UY, CF1 9UZ, CF1 9WA, CF1 9WB, CF1 9WD, CF1 9WE, CF1 9YS, CF11 9HF, CF11 9HG, CF11 9HH, CF11 9HP, CF11 9PG",253,178,75
W00010556,CF1,"CF1 8UJ, CF11 8FF, CF11 8GA, CF11 8GB, CF11 8GD, CF11 8GG, CF11 8GH, CF11 8GL, CF11 8GN, CF11 8PJ, CF5 1AX, CF5 1BH, CF5 1UA, CF5 1UD, CF5 1UF, CF5 1UG, CF5 1UH, CF5 1UL, CF5 1UZ, CF5 1WE, CF5 1WF, CF5 1WG, CF5 1WH, CF5 1WP, CF5 1WT, CF5 1WY, CF5 1XA, CF5 1XD, CF5 1XE, CF5 1XF, CF5 1XH, CF5 1XN, CF5 1XQ, CF5 1XR, CF5 1XS, CF5 1XT, CF5 1XW, CF5 1XZ, CF5 1YD, CF5 1YE, CF5 1YG, CF5 1YH, CF5 1YR, CF5 1YS, CF5 1YU, CF5 1ZA, CF5 1ZB, CF5 1ZD, CF5 1ZE, CF5 1ZJ, CF5 1ZQ, CF5 1ZR, CF5 1ZS, CF5 1ZU, CF5 1ZW, CF5 1ZX, CF5 2SG, CF5 2UB, CF5 2UE, CF5 2UG, CF5 2UP, CF5 2UQ, CF5 2UR, CF5 2US, CF5 2UT, CF5 2WA, CF5 2WD, CF5 2WE, CF5 2WF, CF5 2WG, CF5 2WH, CF5 2WN, CF5 2WQ, CF5 2WR, CF5 2WT, CF5 2WU, CF5 2WW, CF5 2WX, CF5 2WY, CF5 2WZ, CF5 2XA, CF5 2XB, CF5 2XD, CF5 2XF, CF5 2XG, CF5 2XT, CF5 2XZ, CF5 2YS, CF5 2YU, CF5 2ZR, CF5 3WB, CF5 3WR, CF5 3WS, CF5 3WY, CF5 3WZ, CF5 3XD, CF5 3XJ, CF5 3YA, CF5 3YB, CF5 3YD, CF5 3YE, CF5 3YF, CF5 3YJ, CF5 3YL, CF5 3YQ, CF5 3YR, CF5 3YS, CF5 3YT, CF5 3YU, CF5 3YX, CF5 3YY, CF5 4WA, CF5 4WD, CF5 4WE, CF5 4WF, CF5 4WR, CF5 4XB, CF5 4XL, CF5 4XS, CF5 4XW, CF5 4YA, CF5 4YB, CF5 4YE, CF5 4YJ, CF5 4YL, CF5 4YQ, CF5 4YT, CF5 4YU, CF5 4ZR, CF5 5WS, CF5 5WX, CF5 5XG, CF5 5XH, CF5 5XQ, CF5 5XW, CF5 5XX, CF5 5XZ, CF5 5YA, CF5 5YB, CF5 5YD, CF5 5YL, CF5 5YN, CF5 5YQ, CF5 5YZ, CF5 5ZA, CF5 5ZG, CF5 5ZP, CF5 5ZR, CF5 5ZY, CF5 6WA, CF5 6WB, CF5 6WE, CF5 6WF, CF5 6WJ, CF5 6WN, CF5 6WP, CF5 6WS, CF5 6WT, CF5 6WU, CF5 6WW, CF5 6WX, CF5 6WY, CF5 6WZ, CF5 6XS, CF5 6XT, CF5 6XU, CF5 6YF, CF5 6YH, CF5 6YL, CF5 6YP, CF5 6YU, CF5 6YW, CF5 6ZX, CF5 9AA, CF5 9AB, CF5 9AD, CF5 9AE, CF5 9AF, CF5 9AG, CF5 9AH, CF5 9AJ, CF5 9AL, CF5 9AN, CF5 9AP, CF5 9AQ, CF5 9AR, CF5 9AS, CF5 9AT, CF5 9AU, CF5 9AW, CF5 9AX, CF5 9AY, CF5 9AZ, CF5 9BA, CF5 9BB, CF5 9BD, CF5 9BE, CF5 9BF, CF5 9BG, CF5 9BH, CF5 9BJ, CF5 9BL, CF5 9BN, CF5 9BP, CF5 9BQ, CF5 9BR, CF5 9BS, CF5 9BT, CF5 9BU, CF5 9BW, CF5 9BX, CF5 9BY, CF5 9BZ, CF5 9DA, CF5 9DB, CF5 9DD, CF5 9DE, CF5 9DF, CF5 9DG, CF5 9DH, CF5 9DJ, CF5 9DL, CF5 9DN, CF5 9DP, CF5 9DQ, CF5 9DR, CF5 9DS, CF5 9DT, CF5 9DU, CF5 9DW, CF5 9DX, CF5 9DY, CF5 9DZ, CF5 9EA, CF5 9EB, CF5 9ED, CF5 9EE, CF5 9EF, CF5 9EG, CF5 9EH, CF5 9EJ, CF5 9EL, CF5 9EN, CF5 9EP, CF5 9EQ, CF5 9ER, CF5 9ES, CF5 9ET, CF5 9EU, CF5 9EW, CF5 9EX, CF5 9EY, CF5 9FA, CF5 9FB, CF5 9FD, CF5 9FE, CF5 9FF, CF5 9FG, CF5 9FH, CF5 9FJ, CF5 9FL, CF5 9FN, CF5 9FP, CF5 9FQ, CF5 9FR, CF5 9FS, CF5 9FT, CF5 9FU, CF5 9FW, CF5 9FX, CF5 9FY, CF5 9FZ, CF5 9GA, CF5 9GB, CF5 9GD, CF5 9GE, CF5 9GF, CF5 9GG, CF5 9GH, CF5 9GJ, CF5 9GL, CF5 9GN, CF5 9GP, CF5 9GQ, CF5 9GR, CF5 9GS, CF5 9GT, CF5 9GU, CF5 9GW, CF5 9GX, CF5 9GZ, CF5 9HA",204,151,53
W00010560,CF1,"CF1 8AN, CF11 8AE, CF11 8AJ, CF11 8AL, CF11 8AN",274,247,27
W00009573,CF1,"CF1 8EJ, CF1 8EL, CF1 8EN, CF1 8EP, CF1 8EQ, CF1 8ER, CF1 8LB, CF1 8SD, CF11 6EJ, CF11 6EL, CF11 6ES, CF11 6EU, CF11 6EX, CF11 6HZ",349,328,21
W00010124,CF1,"CF1 6HA, CF1 6HB, CF1 6SL, CF10 5FZ, CF10 5GA, CF10 5GB, CF10 5GE, CF10 5GG, CF10 5GQ, CF10 5HF",269,252,17
W00009589,CF1,"CF1 9DF, CF1 9EN, CF1 9EP, CF1 9ER, CF1 9HJ, CF1 9HQ, CF1 9HR, CF1 9SZ, CF1 9YN, CF11 9DH, CF11 9EN, CF11 9EP, CF11 9ER, CF11 9FD, CF11 9FT, CF11 9NP",264,206,58
W00009588,CF1,"CF1 9DT, CF1 9DU, CF1 9HA, CF1 9SB, CF1 9UA, CF1 9YA, CF1 9YE, CF1 9YQ, CF1 9YU, CF11 9AW, CF11 9AZ, CF11 9DN, CF11 9DR, CF11 9DT, CF11 9DU, CF11 9EW, CF11 9EX, CF11 9RA, CF11 9RH, CF11 9SB, CF11 9SD, CF11 9TH",305,266,39
W00009587,CF1,"CF1 9HS, CF1 9HT, CF1 9HU, CF1 9HX, CF1 9HY, CF1 9HZ, CF1 9JD, CF1 9JE, CF1 9JF, CF1 9JN, CF1 9JZ, CF1 9PN, CF1 9PP, CF1 9YW, CF1 9ZD, CF11 9HJ, CF11 9HN, CF11 9HQ, CF11 9HR, CF11 9HT, CF11 9HU, CF11 9JZ",246,182,64
W00009591,CF1,"CF1 9DB, CF1 9DD, CF1 9DE, CF1 9DG, CF1 9DN, CF1 9EF, CF1 9EG, CF1 9EJ, CF11 9EB, CF11 9EF, CF11 9EJ, CF11 9EL",299,248,51
W00009586,CF1,"CF1 9NT, CF1 9YP, CF1 9YX, CF11 9ET, CF11 9EU, CF11 9FA, CF11 9FF, CF11 9NN, CF11 9NQ, CF11 9NR, CF11 9PA, CF11 9PD, CF11 9PE, CF11 9PF, CF11 9PU, CF11 9YP",320,258,62
W00009583,CF1,"CF1 9EQ, CF1 9ES, CF1 9ET, CF1 9EU, CF1 9FR, CF1 9NU, CF1 9NW, CF1 9PA, CF1 9RQ, CF1 9UF, CF11 9EQ, CF11 9ES, CF11 9EY, CF11 9NT, CF11 9QB, CF11 9QL",315,216,99
W00009582,CF1,"CF1 9JA, CF1 9JH, CF1 9JJ, CF11 9HS, CF11 9JA, CF11 9JB, CF11 9JD, CF11 9JH, CF11 9PL, CF11 9PN",281,225,56
W00009581,CF1,"CF1 9PQ, CF1 9QA, CF1 9UP, CF1 9UW, CF11 9NW, CF11 9PQ, CF11 9PR, CF11 9PS, CF11 9PX, CF11 9QE, CF11 9QN, CF11 9SN, CF11 9UP",280,220,60
W00009580,CF1,"CF1 9LQ, CF1 9LR, CF1 9RU, CF1 9RX, CF11 9LB, CF11 9LN, CF11 9LP, CF11 9LQ, CF11 9LR, CF11 9LS, CF11 9PH, CF11 9PJ, CF11 9QH, CF11 9QP, CF11 9UY, CF11 9XR",289,241,48
W00009579,CF1,"CF1 9JG, CF1 9JX, CF1 9JY, CF1 9LA, CF11 9JY, CF11 9LA, CF11 9NU",192,163,29
W00009578,CF1,"CF1 9JR, CF1 9JU, CF11 9JG, CF11 9JP, CF11 9JR, CF11 9JU, CF11 9JW, CF11 9JX, CF11 9PP, CF11 9QJ",276,196,80
W00009577,CF1,"CF1 9JS, CF1 9JW, CF11 9JE, CF11 9JF, CF11 9JJ, CF11 9JN, CF11 9JS",247,179,68
W00009576,CF1,"CF1 9JL, CF1 9JP, CF1 9JQ, CF1 9JT, CF1 9LB, CF1 9LE, CF11 9FR, CF11 9HX, CF11 9HY, CF11 9HZ, CF11 9JL, CF11 9JQ, CF11 9JT, CF4 3AU, CF5 2AX, CF5 2AY, CF5 2YX, CF5 2YY, CF5 2YZ, CF5 2ZQ",270,232,38
W00009584,CF1,"CF1 9PY, CF1 9QE, CF11 9PW, CF11 9PY, CF11 9PZ, CF11 9QA, CF11 9QD",279,205,74
W00009630,CF1,"CF1 5SG, CF2 2BB, CF2 2BE, CF2 2BF, CF2 2BG, CF2 2BJ, CF2 2BL, CF2 2DR, CF2 2DT, CF2 2DU, CF2 2DX, CF2 2DY, CF2 2DZ, CF2 2ED, CF2 2EE, CF2 2EF, CF2 2EG, CF2 2EJ, CF2 2EL, CF2 2EQ, CF24 2BB, CF24 2BE, CF24 2BS, CF24 2DQ, CF24 2DS, CF24 2DU, CF24 2EJ, CF24 5DA, CF24 5DB, CF24 5EA, CF24 5EQ, CF24 5EZ, CF24 5FX, CF24 5JA",343,302,41
W00009592,CF1,"CF1 9HD, CF1 9HE, CF1 9RP, CF1 9SN, CF1 9SU, CF1 9SW, CF1 9UH, CF1 9XL, CF1 9XP, CF1 9XR, CF1 9YB, CF11 9AY, CF11 9BU, CF11 9FB, CF11 9HD, CF11 9HE, CF11 9HW, CF11 9LE, CF11 9LF, CF11 9LG, CF11 9LH, CF11 9LJ, CF11 9LL, CF11 9LZ, CF11 9RW, CF11 9SA, CF11 9SU, CF11 9SW, CF11 9SY, CF11 9SZ, CF11 9TD, CF11 9UQ, CF11 9WJ, CF11 9XX, CF11 9YX",283,218,65
W00009572,CF1,"CF1 1ET, CF1 8UR, CF11 6AB, CF11 6AF, CF11 6AH, CF11 6AN, CF11 6AP, CF11 6AR, CF11 6RL, CF24 4XB",336,306,30
W00009597,CF1,"CF1 5UF, CF1 9AL, CF1 9AP, CF1 9BX, CF1 9BZ, CF1 9DA, CF1 9DJ, CF1 9DW, CF1 9DX, CF1 9DY, CF1 9EB, CF1 9ED, CF1 9EE, CF1 9EH, CF1 9NA, CF1 9NB, CF1 9ND, CF1 9NE, CF1 9RY, CF1 9TB, CF1 9TD, CF1 9TE, CF1 9TN, CF1 9TP, CF1 9TQ, CF1 9TS, CF1 9TT, CF1 9TX, CF1 9UG, CF1 9XQ, CF1 9YL, CF11 9AH, CF11 9AJ, CF11 9AL, CF11 9AP, CF11 9BF, CF11 9BZ, CF11 9DA, CF11 9DW, CF11 9DX, CF11 9EE, CF11 9EH, CF11 9EZ, CF11 9ND, CF11 9NE, CF11 9TN, CF11 9TP, CF11 9TS, CF11 9UH, CF11 9YL",349,303,46
W00009596,CF1,"CF1 9BQ, CF1 9BS, CF1 9DH, CF1 9UQ, CF11 9BP, CF11 9BQ, CF11 9BX",267,191,76
W00009595,CF1,"CF1 6PN, CF1 9BL, CF1 9BP, CF1 9BR, CF1 9BT, CF1 9BU, CF1 9BW, CF1 9BY, CF1 9HB, CF1 9HP, CF1 9LJ, CF1 9LL, CF1 9RA, CF1 9RD, CF1 9RN, CF1 9RW, CF1 9RZ, CF1 9SA, CF1 9SE, CF1 9SJ, CF1 9SY, CF1 9XF, CF1 9XH, CF1 9XX, CF1 9YF, CF1 9YG, CF1 9YJ, CF11 9BR, CF11 9BS, CF11 9BT, CF11 9BW, CF11 9BY, CF11 9DJ, CF11 9ED, CF11 9FG, CF11 9FL, CF11 9FU, CF11 9GA, CF11 9GB, CF11 9HA, CF11 9HB, CF11 9NB, CF11 9TZ, CF11 9WH, CF11 9XB, CF11 9XF",351,240,111
W00009594,CF1,"CF1 9EL, CF1 9NL, CF1 9NP, CF1 9NR, CF1 9NX, CF1 9NY, CF1 9NZ, CF11 9EA, CF11 9EG, CF11 9NL, CF11 9NS, CF11 9NX",282,214,68
W00010127,CF1,"CF1 1SZ, CF1 1TW, CF1 5EU, CF1 5LT, CF1 5LW, CF1 5QG, CF1 5QP, CF1 5QY, CF1 5TA, CF1 5TF, CF1 5TG, CF1 5TH, CF1 5TL, CF1 5TQ, CF1 5TS, CF1 5UR, CF1 5UW, CF1 5YB, CF1 5YG, CF1 5YU, CF1 6AA, CF1 6AB, CF1 6AF, CF1 6AG, CF1 6AH, CF1 6AJ, CF1 6AL, CF1 6AN, CF1 6AQ, CF1 6AW, CF1 6BT, CF1 6BU, CF1 6BW, CF1 6NA, CF1 6NB, CF1 6ND, CF1 6NE, CF1 6NG, CF1 6NQ, CF1 6NR, CF1 6NZ, CF1 6PF, CF1 6PG, CF1 6RT, CF1 6TJ, CF1 6TY, CF10 4AX, CF10 4GA, CF10 4NU, CF10 4PA, CF10 4PL, CF10 4PZ, CF10 4QH, CF10 4RP, CF10 4RS, CF10 4WZ, CF10 4XT, CF10 4XU, CF10 5AA, CF10 5AB, CF10 5AD, CF10 5AF, CF10 5AG, CF10 5AH, CF10 5AJ, CF10 5AL, CF10 5AN, CF10 5AQ, CF10 5AW, CF10 5AY, CF10 5BN, CF10 5BP, CF10 5BU, CF10 5BW, CF10 5BX, CF10 5BZ, CF10 5EQ, CF10 5ER, CF10 5RT, CF10 5SA, CF10 5SB, CF10 5SD, CF10 5SE, CF10 5SF, CF10 5SG, CF10 5TE, CF10 5TN, CF10 5TW, CF10 5UB, CF2 2TP, CF2 2TR, CF2 2TS, CF2 2TY, CF2 2TZ, CF2 2UA, CF2 2UB, CF2 2UD, CF2 2UE, CF2 2UP, CF2 2UR, CF2 2WA, CF24 5UP, CF99 1NA, CF99 1SN",250,207,43
W00005835,CF1,"CF1 5QF, CF11 8JQ, CF11 8TQ, CF11 8TW, CF11 8UQ, CF11 8UW, CF6 1NB, CF6 1ND, CF6 1NF, CF6 1NG, CF6 1PR, CF6 1PT, CF6 1PU, CF6 1PW, CF6 1PX, CF6 1PY, CF64 1ND, CF64 1PT, CF64 2NB, CF64 2NF, CF64 2NP, CF64 2NQ, CF64 2PP, CF64 2PR, CF64 2PU, CF64 2PW, CF64 2PX, CF64 2PY",232,212,20
W00010600,CF1,"CF1 8DH, CF1 8DJ, CF1 8TX, CF1 8UH, CF1 8XD, CF11 8DH, CF11 8FB, CF11 8FW, CF11 8GF, CF5 1WB",269,212,57
W00010519,CF1,"CF1 2FL, CF1 2FN, CF1 2FU, CF1 2UR, CF2 1EU, CF2 1EW, CF2 1NA, CF2 1NB, CF24 0NB, CF24 2FL, CF24 2FU",612,558,54
W00009593,CF1,"CF1 9DL, CF1 9DS, CF1 9HG, CF1 9HH, CF1 9HL, CF1 9HN, CF1 9HW, CF1 9SL, CF1 9UE, CF1 9UJ, CF1 9UL, CF1 9UN, CF1 9UR, CF1 9US, CF1 9UT, CF1 9UU, CF1 9XB, CF1 9XD, CF1 9XS, CF1 9XT, CF1 9XU, CF1 9XY, CF1 9YD, CF1 9YH, CF1 9YR, CF1 9YT, CF1 9YY, CF1 9YZ, CF11 9DB, CF11 9DD, CF11 9DE, CF11 9LD, CF11 9UR, CF11 9UT, CF11 9UW, CF11 9XW, CF11 9XZ, CF11 9ZR",245,187,58
W00009570,CF1,"CF1 8RQ, CF1 8RR, CF1 8RT, CF1 8RU, CF1 8RW, CF1 8RX, CF1 8RY, CF1 8SA, CF1 8SB, CF1 8SR, CF1 8UT, CF11 6AE, CF11 6AJ, CF11 6AL, CF11 6AW, CF11 6AX, CF11 6BA, CF11 6BB",421,395,26
W00009571,CF1,"CF1 8EF, CF1 8EH, CF1 8HX, CF11 6EB, CF11 6EE, CF11 6EF, CF11 6FA, CF11 6HX, CF11 6JD, CF11 6JL",344,316,28
W00010612,CF1,"CF1 8BT, CF1 8TP, CF1 8UQ, CF1 8XQ, CF11 8DG, CF11 8DJ, CF11 8FA, CF11 8FD, CF11 8FN, CF11 8FT, CF11 8PN",216,158,58
W00010635,CF1,"CF1 1SY, CF1 5HL, CF1 5HW, CF1 5HX, CF1 5HY, CF1 5HZ, CF1 6UR, CF10 5HJ, CF10 5HX, CF10 5TX",193,179,14
W00010633,CF1,"CF1 3BB, CF2 4DB, CF2 4DP, CF2 4DR, CF2 4ED, CF24 4BJ, CF24 4EA, CF24 4EB, CF24 4FX",481,458,23
W00010630,CF1,"CF1 1XG, CF11 6WA, CF2 3BX, CF2 3JD, CF2 3JJ, CF2 3LH, CF2 3UX, CF2 3UZ, CF2 3WA, CF2 3WB, CF2 3WE, CF2 3WF, CF2 3WG, CF2 3WH, CF2 3WJ, CF2 3WL, CF2 3WN, CF2 3XL, CF2 3XP, CF2 3XY, CF2 3XZ, CF2 3YD, CF2 3YE, CF2 3YG, CF2 4RJ, CF2 4RU, CF24 3BS, CF24 3BT, CF24 3BX, CF24 3EU, CF24 3JA, CF24 3UX, CF24 3UZ",512,469,43
W00010537,CF1,"CF1 5BA, CF1 5BB, CF1 5BD, CF1 5BE, CF1 5EG, CF1 5EW, CF1 5LN, CF1 5QW, CF10 4AL, CF10 4AP, CF10 4BA, CF10 4BB, CF10 4BE, CF10 4BF, CF10 4BP, CF10 4DX, CF10 4DY, CF10 4EP, CF10 4EY, CF10 4HB, CF10 4HD, CF10 4HE, CF10 4HF, CF10 4HG, CF10 4SF, CF10 4TT, CF24 5JP, CF24 5NG",214,205,9
W00010541,CF1,"CF1 1SQ, CF1 1TG, CF1 1TR, CF1 1UQ, CF1 1WZ, CF1 1YB, CF1 1YF, CF1 1YL, CF1 4SP, CF1 5AA, CF1 5AB, CF1 5AD, CF1 5AE, CF1 5AF, CF1 5AG, CF1 5AH, CF1 5AJ, CF1 5AL, CF1 5AN, CF1 5AP, CF1 5AQ, CF1 5AR, CF1 5AS, CF1 5AT, CF1 5AU, CF1 5AW, CF1 5AX, CF1 5AY, CF1 5BQ, CF1 5BR, CF1 5DB, CF1 5DD, CF1 5DE, CF1 5DF, CF1 5DG, CF1 5DH, CF1 5DJ, CF1 5DL, CF1 5DN, CF1 5DP, CF1 5DQ, CF1 5DR, CF1 5DS, CF1 5DT, CF1 5DU, CF1 5DW, CF1 5DX, CF1 5DY, CF1 5DZ, CF1 5HA, CF1 5HB, CF1 5HE, CF1 5HJ, CF1 5HT, CF1 5QA, CF1 5QN, CF1 5QQ, CF1 5QR, CF1 5QZ, CF1 5RA, CF1 5RD, CF1 5RE, CF1 5RJ, CF1 5RL, CF1 5RN, CF1 5RS, CF1 5RT, CF1 5RU, CF1 5RW, CF1 5RX, CF1 5RY, CF1 5TP, CF1 5TW, CF1 5TX, CF1 6JE, CF1 6TX, CF1 6TZ, CF1 6UL, CF1 6UN, CF1 7NF, CF1 7NG, CF1 7NY, CF10 1TP, CF10 1TR, CF10 4DG, CF10 5AT, CF10 5AZ, CF10 5BA, CF10 5BF, CF10 5BH, CF10 5BT, CF10 5DA, CF10 5DB, CF10 5DD, CF10 5DE, CF10 5DF, CF10 5DG, CF10 5DH, CF10 5DJ, CF10 5DL, CF10 5DN, CF10 5DQ, CF10 5DR, CF10 5DS, CF10 5DT, CF10 5DU, CF10 5DW, CF10 5DX, CF10 5DY, CF10 5EG, CF10 5EH, CF10 5EJ, CF10 5FX, CF10 5GP, CF10 5HA, CF10 5HB, CF10 5HH, CF10 5HT, CF10 5JQ, CF10 5JZ, CF10 5NB, CF10 5ND, CF10 5PD, CF10 5PE, CF10 5PP, CF10 5PQ, CF10 5RA, CF10 5RD, CF10 5RF, CF10 5RJ, CF10 5RS, CF10 5RY, CF10 5SP, CF10 5TG, CF10 5TR, CF10 5TY, CF10 5XL, CF10 5ZA",793,745,48
W00010542,CF1,"CF1 5UX, CF1 5UY, CF1 5UZ, CF1 5WA, CF1 5WB, CF1 5WD, CF1 5WE, CF1 5WF, CF1 5WG, CF1 5WH, CF1 5WJ, CF1 5WL, CF1 5WN, CF1 5WP, CF1 5WQ, CF1 5WR, CF1 5WS, CF2 2HA, CF2 2HB, CF2 2HD, CF2 2HE, CF2 2HF, CF2 2HG, CF2 2HH, CF2 2HJ, CF2 2RX, CF2 2SN, CF2 2TH, CF2 2XA, CF2 2XD, CF2 2XE, CF2 2XG, CF2 2XH, CF2 2XJ, CF2 2XQ, CF2 2YR, CF2 2YS, CF24 2PQ, CF24 2RX, CF24 5HD, CF24 5HJ, CF24 5PH, CF24 5SB, CF24 5SD, CF24 5UX, CF24 5WE, CF24 5XD, CF24 5XQ, CF24 5YH, CF24 5YL, CF24 5ZH, CF24 5ZY",174,169,5
W00010639,CF1,"CF1 2FY, CF10 2EY, CF10 2EZ, CF2 1EY, CF2 1EZ, CF2 1FL, CF2 1FP, CF24 2FT, CF24 2FY",338,318,20
W00010208,CF1,"CF1 1DW, CF1 1EL, CF1 1EP, CF1 1EQ, CF1 1EW, CF1 1EX, CF1 1EY, CF1 1EZ, CF1 1FA, CF1 1FB, CF1 1FD, CF1 1FE, CF1 1FF, CF1 1FG, CF1 1FH, CF1 1FJ, CF1 1FL, CF1 1FN, CF1 1GR, CF1 1JJ, CF1 1JW, CF1 1LW, CF1 1LX, CF1 1LY, CF1 1NF, CF1 1NH, CF1 1NL, CF1 1NQ, CF1 1NW, CF1 1PF, CF1 1PN, CF1 1PP, CF1 1PR, CF1 1PT, CF1 1PX, CF1 1QE, CF1 1QT, CF1 1TA, CF1 1TS, CF1 1TZ, CF1 1UG, CF1 1UJ, CF1 1WB, CF1 1WF, CF1 1WQ, CF1 1WR, CF1 1WT, CF1 1WX, CF1 1WY, CF1 2AD, CF1 2AE, CF1 2AF, CF1 2AJ, CF1 2AP, CF1 2DT, CF1 2DU, CF1 2EB, CF1 2ED, CF1 2EF, CF1 2EH, CF1 2EQ, CF1 2FA, CF1 2FB, CF1 2FD, CF1 2FE, CF1 2GH, CF1 2GJ, CF1 2GS, CF1 2PF, CF1 2PR, CF1 2ST, CF1 2SZ, CF1 2TA, CF1 2TE, CF1 2TQ, CF1 2UW, CF1 2UY, CF1 5DA, CF1 6NU, CF10 1AD, CF10 1AE, CF10 1AJ, CF10 1AP, CF10 1DW, CF10 1EG, CF10 1EL, CF10 1EN, CF10 1EP, CF10 1EQ, CF10 1EW, CF10 1EX, CF10 1EZ, CF10 1FA, CF10 1FD, CF10 1FE, CF10 1FF, CF10 1FG, CF10 1FH, CF10 1FJ, CF10 1FL, CF10 1FN, CF10 1FP, CF10 1FQ, CF10 1FS, CF10 1FT, CF10 1GD, CF10 1GH, CF10 1GR, CF10 1JJ, CF10 1LL, CF10 1NG, CF10 1NL, CF10 1NQ, CF10 1PF, CF10 1PH, CF10 1PN, CF10 1PP, CF10 1PR, CF10 1PS, CF10 1PW, CF10 1RF, CF10 1RH, CF10 1SA, CF10 1SJ, CF10 1TL, CF10 1TZ, CF10 2EN, CF10 2FB, CF10 2FL, CF10 2FP, CF10 2FQ, CF10 2JH, CF10 2XA, CF24 3UJ",191,178,13
W00010121,CF1,"CF1 1DP, CF1 1DU, CF1 1DX, CF1 1DY, CF1 1DZ, CF1 1ED, CF1 1JT, CF1 1LF, CF1 1LH, CF1 1LJ, CF1 1LP, CF1 1LS, CF1 1ND, CF1 1NP, CF1 1PA, CF1 1PZ, CF1 1QF, CF1 1QL, CF1 1QN, CF1 1QP, CF1 1QQ, CF1 1QS, CF1 1QX, CF1 1RG, CF1 1SH, CF1 1TT, CF1 2AA, CF1 2AB, CF1 2AG, CF1 2AH, CF1 2AL, CF1 2AN, CF1 2AT, CF1 2AU, CF1 2AX, CF1 2BG, CF1 2BH, CF1 2BJ, CF1 2BU, CF1 2BX, CF1 2BY, CF1 2BZ, CF1 2DQ, CF1 2PA, CF1 2PD, CF1 2PL, CF1 2PN, CF1 2PQ, CF1 2PS, CF1 2PT, CF1 2PU, CF1 2QU, CF1 2QX, CF1 2RR, CF1 2SN, CF1 2SS, CF1 2YA, CF1 2YD, CF1 2YF, CF1 2YG, CF1 2YL, CF1 2YN, CF1 2YP, CF1 2YR, CF1 2YS, CF1 2ZD, CF1 4JD, CF1 4UA, CF1 4UB, CF1 5RH, CF10 1AA, CF10 1AB, CF10 1AF, CF10 1AG, CF10 1AH, CF10 1AL, CF10 1AN, CF10 1AT, CF10 1AU, CF10 1BH, CF10 1DX, CF10 1DY, CF10 1DZ, CF10 1EB, CF10 1ED, CF10 1EH, CF10 1EU, CF10 1FR, CF10 1GB, CF10 1GE, CF10 1GS, CF10 1JD, CF10 1JE, CF10 1LF, CF10 1NA, CF10 1NX, CF10 1PA, CF10 1PD, CF10 1PL, CF10 1QX, CF10 1RE, CF10 1RU, CF10 1SF, CF10 1TD, CF10 1TE, CF10 1TT, CF10 1UG, CF10 1UN, CF10 1UU, CF10 1WA, CF10 1WB, CF10 1WD, CF10 1WE, CF10 1WF, CF10 1WQ, CF10 1WW, CF10 1WX, CF10 1XA, CF10 1XE, CF10 1XU, CF10 1XY, CF10 1YB, CF10 1YE",180,167,13
W00009575,CF1,"CF1 7QL, CF1 7QN, CF1 8RA, CF1 8RB, CF1 8RD, CF1 8RF, CF1 8RH, CF1 8RJ, CF1 8RN, CF1 8RP, CF1 8RS, CF1 8RZ, CF1 8SE, CF1 8SF, CF1 8SS, CF11 6AA, CF11 6AD, CF11 6AZ, CF11 6BF, CF11 6BS, CF11 6QL, CF11 6QN, CF11 6UL, CF11 6WT, CF11 6WY",147,140,7
W00009053,CF1,"CF1 1UR, CF5 3AW, CF5 3AX, CF5 3BE, CF5 3XA",182,157,25
W00009090,CF1,"CF1 7BR, CF1 7BS, CF1 7DD, CF1 7DT, CF1 7DU, CF11 7DD, CF11 7DF, CF11 7DJ, CF11 7DT, CF11 7DU",370,318,52
W00009091,CF1,"CF1 7DH, CF1 7DN, CF11 7DP, CF11 7DQ, CF11 7DR, CF11 7DX, CF11 7EJ, CF11 7HE",369,351,18
W00010115,CF1,"CF1 1UY, CF10 3QN, CF2 3AH, CF2 3AJ, CF2 3AP, CF2 3AW, CF2 3TJ, CF2 4AA, CF2 4AF, CF2 4AG, CF2 4AJ, CF2 4AL, CF2 4AN, CF2 4AS, CF2 4AT, CF2 4AU, CF2 4AX, CF2 4XA, CF2 4XD, CF2 4XE, CF2 4YE, CF2 4YF, CF2 4YN, CF2 4YR, CF2 4YT, CF2 4YY, CF24 4AF, CF24 4AG, CF24 4AJ, CF24 4AY, CF24 4AZ, CF24 4BF, CF24 4DS, CF24 4SN, CF24 4XA, CF24 4YE",896,775,121
W00010118,CF1,"CF1 3ER, CF10 3EH, CF10 3EJ, CF10 3EU, CF10 3LB, CF2 4HL, CF2 4HQ",332,317,15
W00009094,CF1,"CF1 8BL, CF1 8BN, CF11 8AX, CF11 8BJ, CF11 8BL, CF11 8BN, CF11 8DN, CF11 8EJ, CF11 8NB",235,212,23
